s_no,source_sheet,budget_head,name_of_scheme,sub_scheme_name,ftr_hq_name,shq_name,location,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,acceptance_date,award_date,time_allowed_days,pdc_agreement,pdc_revised,firm_name,physical_progress_percent,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,remarks,created_at,updated_at,completion_date_actual,current_status
ENG-1759510506319-868,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,BLA,,Procurement of 15 Nos mobile dustbin container of capacity 240 Ltrs for Bn HQ Singhpura of 24 Bn BSF(Now 185 Bn)  under SHQ BSF Baramulla  ,Dept,3480-84 dated 15/11/2023,0.98,40 dtd 31.10.2023,09.12.2023,24.05.24,24.05.24,,08.06.24,,M/s Om Enterprise,100,0.46,0,0.46,46.94,Supply completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,22.06.24,
ENG-1759510506319-869,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,BLA,,Procurement of 15 Nos mobile dustbin container of capacity 240 Ltrs for Bn THQ Mahura of 63 Bn BSF under SHQ BSF Baramulla  ,Dept,3485-89 dated 15/11/2023,0.98,41 dtd 31.10.2023,09.12.23,12.07.24,12.07.24,,27.07.24,30.09.24,M/s R K Asia Pacific,100,0.52,0,0.52,53.06,Supply completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-870,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,BLA,,Procurement of 15 Nos mobile dustbin container of capacity 240 Ltrs for Bn THQ Naugam of 91 Bn BSF(Now 174 Bn)  under SHQ BSF Baramulla  ,Dept,3490-94 dated 15/11/2023,0.98,42 dtd 31.10.2023,13.12.23,12.07.24,12.07.24,,27.07.24,30.09.24,M/s R K Asia Pacific,100,0.53,0,0.53,54.08,Supply completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-871,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,BLA,,Procurement of 15 Nos mobile dustbin container of capacity 240 Ltrs for Bn THQ of 143 Bn BSF under SHQ BSF Baramulla  ,Dept,3495-99 dated 15/11/2023,0.98,43 dtd 31.10.2023,04.12.2023,10.06.25,10.06.25,,25.06.25,13.06.25,,100,0,0,0,0,Supply completed and bill under process. ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-872,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,BLA,,Augmentation of sewerage line of family Qtrs Type-I & II at various places at BSF Campus Singhpura under SHQ BSF Baramulla  ,Dept,3500-03 dated 15/11/2023,4.98,53 dtd 20.12.2023,21-12-2023,09.01.24,10.02.24,,17.05.24,,M/s Nazir Ahmeed Naik,100,0,4.31,4.31,86.55,Work completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,15.05.24,
ENG-1759510506319-873,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,BLA,,Providing and laying water supply pipe line to 04 Nos Guard room/Morchas constructed along with boundary wall at BSF Campus Singhpura under SHQ BSF Baramulla  ,Dept,3504-07 dated 15/11/2023,9.98,46 dated 20/11/2023,23/11/2023,19.12.2023,30.12.2023,,30.03.2024,,Irshad Ahmed Lone; Kupwara,100,0,9.43,9.43,94.49,Work completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,20.03.24,
ENG-1759510506319-874,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,BLA,,Repair and maintenance of bathroom and WC constructed back side of SO’s Mess of 24 Bn BSF campus (Now 185 Bn) Singhpura under SHQ BSF Baramulla  ,Dept,3471-75 dated 15/11/2023,4.98,48 dated 28/11/2023,24/11/2023,19.12.2023,30.12.203,,30.04.2024,,Irshad Ahmed Lone; Kupwara,100,5.45,0,5.45,109.44,Work completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,25.04.24,
ENG-1759510506319-875,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,CH SGR ,,C/O Toilet block for OPD patient near Composite Hospital BSF Srinagar ,Dept,3454-57 dated 15/11/2023,14.51,49 dated 15/12/2023,15/12/2023,15.01.2024,22.01.24,,06.01.24,30.09.24,M/s Gulam Nahi Rather,100,0,0,0,0,Work completed  Bill Rs. Rs.11.61  Lakh pending with HQ ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-876,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,CH SGR ,,Maintenance of 04 Nos Toilet blocks (DIG Medical main office Toilet Block; Patient toilet near dental ward; Officer’s ward toilet block; Ortho & surgical ward toilet Block of Composite Hospital at Humhama Campus Srinagar ,Dept,3450-53 dated 15/11/2023,9.61,50 dtd 29/11/2023,23.12.23,23.03.24,04.04.24,,08.12.24,,Abudl Rashid Dagga,100,0,0,0,0,Work completed and final bill under preparation. ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-877,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Kashmir,CH SGR ,,Renovation/Up-gradation of 04 Nos toilet Blocks (OPD toilet block; CO(Med) toilet block; DIG (Med) ground floor office toilet block & patient ward common toilet block) under charge of Composite Hospital at Humhama Campus Srinagar ,Dept,3458-61 dated 15/11/2023,9.61,47 dated 23/11/2023,23.12.2023,07.02.24,08.02.24,,18.06.24,15.10.24,Abdul  Rashid Daga,100,0,0,0,0,Work completed. Final bill under preparation.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-878,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,FTR JMU,,Improvement of Hargovind stadium toilets at BSF Campus Paloura under FTR HQ,Dept,Ftr HQ Jmu O/No.118-21 dtd 10.01.2024 ,8.24,12.01.24,29.01.24,16.02.2024,20.02.2024,,27.04.2024,27.04.24,Rahul Commercial CO.;,100,6.48,0,6.48,78.64,Work completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,26.04.24,
ENG-1759510506319-879,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,FTR JMU,,Provision of urinal point near the waiting shed of Iron gate under FTr HQ BSF Jammu.,Dept,Ftr HQ Jmu O/No.3164-66 dtd 26.12.2023,4.63,03.01.24,29.01.24,16.02.2024,24.02.2024,,23.04.2024,15.10.24,M/s Kanwal Nain Behl,100,4.62,,4.62,99.78,Work completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-880,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,FTR JMU,,Repair; maintenance and cleaning of 04 Nos OHT & 01 Nos underground sump at BSF Campus Paloura under Ftr HQ BSF Jammu.,Dept,Ftr HQ Jmu O/No.3081-83 dtd 8.12.2023,6.84,10.12.2023,09.01.24,25.01.24,01.02.24,,30.04.24,,Suraj Parkash Sharma,15,,,0,0,Work was rescinded; Re-tender (4th call); financial bid opened on 11.08.25 and under process.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-881,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,FTR JMU,,Improvement of water supply line of Paloura Campus under Ftr HQ BSF Jammu.,Dept,Ftr HQ Jmu O/No.3154-56 dtd 26.12.2023,4.23,03.01.2024,29.01.24,15.02.2024,24.02.2024,,24.05.2024,24.05.24,M/s Kanwal Nain Behl,100,3.51,,3.51,82.98,Work completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,24.05.24,
ENG-1759510506319-882,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,FTR JMU,,Improvement/ Replacement of sewerage line near T-I Gen Qtr No. 65 to 68 & Children park Nalapar Qtrs at BSF Campus Paloura under FTR HQ BSF Jammu,Dept,Ftr HQ Jmu O/No.3084-86 dtd 8.12.2023,7.61,10.12.2023,09.01.24,25.01.24,01.02.24,,30.03.24,31.08.24,Suraj Parkash Sharma,100,1.4,3.34,4.74,62.29,Work completed ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-883,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,I/NAGAR,,C/Otoilet for Staff of Officer Mess near temporary structure being used as officer Mess under SHQ BSF I/Nagar.,Dept,SHQ I/Nagar O/No.17707-11 dtd 15.11.2023,1.51,15.11.2023,30.11.2023,06.12.2023,11.12.2023,,11.01.2024,11.01.24,M/S; Raja Ram Sharma,100,1.27,0,1.27,84.11,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,11.01.24,
ENG-1759510506319-884,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,I/NAGAR,,Renovation of Toilet of Community welfare centre (Being used as Ankur Play School) of 67 Bn BSF under SHQ BSF I/Nagar.,Dept,SHQ I/Nagar O/No.177714-19 dtd 15.11.2023,4.58,15.11.2023,30.11.2023,22.12.2023,02.01.2024,,29.02.2024,28.02.24,M/S; Raja Ram Sharma,100,3.77,0,3.77,82.31,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,28.02.24,
ENG-1759510506319-885,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,I/NAGAR,,Improvement of Sewerage system and toilet block of BOP Karol Mathura in AOR of 67 Bn BSF under SHQ BSF I/Nagar.,Dept, SHQ Sanction O/No. 17734-39 dated 15.11.2023,3.99,15.11.2023,30.11.2023,22.12.2023,29.12.2023,,14.02.2024,14.02.24,M/S; Shiv Charan,100,2.53,0,2.53,63.41,Work completed ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,29.02.24,
ENG-1759510506319-886,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,I/NAGAR,,Providing and laying water supply line from existing sump near (T-III Qtr) to newly proposed sump (to be used for Officer Mess and Type-V&IV Qtrs) at Painthee Campus of 125 Bn BSF under SHQ BSF I/Nagar.,Dept,HQ SDG(WC) vide O/No. 1252-55 dtd 08.03.2024,16.48,01.04.24,05.06.2024,18.06.2024,25.06.2024,,25.09.2024,25.09.24,M/s Raja Ram Sharma,100,0,11.54,11.54,70.02,Work completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-887,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,I/NAGAR,,Providing of renewable source based Gen Set for BOP Malluchak & Newly approved BOP Delta-8 of 51 Bn BSF under SHQ BSF I/Nagar.,Dept,Ftr HQ JMU O/No. 3119-21 dtd 22.12.2023,8.47,,,,,,,,,,0,0,0,0,AA&ES for said work cancelled by Ftr IG vide letter no ____ dtd ____ as DG set not available within the santioned amount.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-888,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,RJR,,Renovation of Jawan toilet block at THQ Khanetar Nallah under SHQ BSF Rajouri.,Dept,L/No.27012/40/12022/PF-V/3593608 dtd 03.08.2023,5.28,,,,18/10/2024,,*,,,100,0,0,0,0,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-889,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,RJR,,Renovation of Toilet of 78 Bn BSF behind living Barrack at SHQ BSF Rajouri.,Dept,L/No.27012/40/12022/PF-V/3593608 dtd 03.08.2023,4.87,29.11.2023,12.12.2023,29.12.2023,15.01.2024,,07.04.2024,,M/s Chopra Construction ,100,4.84,0,4.84,99.38,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,20.05.24,
ENG-1759510506319-890,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,RJR,,Renovation of Quarter Guard Sewerage line at 158 Bn BSF Achhad under SHQ BSF Rajouri.,Dept,L/No.27012/40/12022/PF-V/3593608 dtd 03.08.2023,3.94,16.11.2023,06.05.2024,06.06.24,15.06.2024,,15.09.2024,,M/s Abhinandan Prasher ,100,3.65,0,3.65,92.64,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-891,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,RJR,,Repairing of water storage tank and pipeline at THQ Achhad under SHQ BSF Rajouri.,Dept,L/No.27012/40/12022/PF-V/3593608 dtd 03.08.2023,1.02,19.08.2024,29.08.2024,03.09.2024,10.09.2024,,09.11.2024,,M/s Arnesh Kr Singh,100,1.05,0,1.05,102.94,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-892,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,SBN,,Provision Deep tube well with Submersible Pump at campus Sunderbani of SHQ BSF Sunderbani.,Dept,HQ SDG O/No. 2154-58 dtd 25.01.2024,16.26,03.04.2024,20.05.2024,02.07.2024,08.07.2024,,08.09.2024,,M/s Akushan Kumar,100,15.11,0,15.11,92.93,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,08.09.24,
ENG-1759510506319-893,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,SBN,,Construction of Storm water drain near Residential area at Campus Sunderbani of 130 Bn BSF; SHQ BSF Sunderbani.,Dept,SHQ SBN O/No.23782-85 dtd 28.12.2023,4.97,4.12.23,13.12.23,29.12.23,29.12.23,,06.04.24,,Sh Sham Lal,100,4.97,0,4.97,100,Work completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,10.02.24,
ENG-1759510506319-894,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,JMU,,Providing and Installation of 20 Nos drinking water hand pumps at FDPs/Duty points along IPB Fence in AOR of 120 Bn BSF under SHQ BSF Jammu.,Dept,SHQ Jmu O/No.1672-76 dtd 14.07.23,4.76,02.01.2024,07.03.2024,27.04.2024,02.05.2024,,06.09.24,,M/s P C Sharma,100,5.03,0,5.03,105.67,Work completed. ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-895,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,JMU,,Improvement of solid waste (Resource) Management Programme (Door to Door collection of Garbage-Labour works) at Paloura Campus under SHQ BSF Jammu. ,Dept,Ftr HQ Jmu O/No.3150-53 dtd  26.12.2023,14.45,02.01.2024,07.03.2024,07.04.2024,07.04.2024,,23.01.2025,,M/s Deepak Kumar,100,12.85,0,12.85,88.93,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-896,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,JMU,,Providing and Installation of 20 Nos drinking water hand pumps at FDPs/ Duty points along IPB Fence in AOR of 165 Bn BSF under SHQ BSF Jammu.,Dept,SHQ Jmu O No.15-17 dtd 02.01.24,4.76,01.01.2024,02.02.2024,24.02.2024,28.02.2024,,28.06.2024,03.07.2024,M/s P C Sharma,100,5.18,0,5.18,108.82,Work completed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,10.04.24,
ENG-1759510506319-897,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Jammu ,JMU,,Supplying of Tractor Trailer mounted sewerage suction machine of 5000 Ltrs tank capacity at BSF Campus Paloura under SHQ BSF Jammu.,Dept,SHQ JMU O/ No. dtd 02.01.24,7.44,20.05.24,,,,,,,,,0,0,0,0,Supply order placed.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-898,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,FTR PB,,Repair & Maintenance of Water Supply Line at Ftr HQ BSF Campus Jalandhar ,Dept,O/No.6551-53 dated 15.11.2023,9.60122,20.11.2023,14.12.2023,21.01.2024,19.01.2024,90,17.05.2024,30.10.24,M/S Vikram sachdeva,100,0,10.51,10.51,109.47,work completed ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,30.10.24,
ENG-1759510506319-899,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,FTR PB,,Development of Rain Water Harvesting at Ftr HQ Jal,Dept,O/No.6554-56 dated 15.11.2023,0.9577,20.11.2023,14.12.2023,22.12.2023,22.12.2023,,05.01.2024,31.10.25,M/S Krishan Kumar Kaushik,5,0,0,0,0,Work held up by firm ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-900,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,FTR PB,,Repair & Maintenance of Sewerage Line alongwith T-I & T-II General & SFA Qtrs at Ftr HQ BSF Jalandhar,Dept,O/No.6555-59 dated 15.11.2023,6.7207,20.11.2023,14.12.2023,17.01.2024,19.01.2024,,17.05.2024,30.12.2024,M/S Amit Kumar,100,5.8,0,5.8,86.3,Work complted,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,30.12.24,
ENG-1759510506319-901,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,FTR PB,,Repair & Maintenance of SOs Mess Toilets at Ftr HQ Campus Jalandhar,Dept,O/No.6560-62 dated 15.11.2023,3.83698,20.11.2023,14.12.2023,17.01.2024,19.01.2024,,17.05.2024,,M/S Krishan Kumar Kaushik,100,4.07,0,4.07,106.07,Work completed. ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,16.05.24,
ENG-1759510506319-902,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,FTR PB,,Maintenance of Overhead Water Storage Tank & Replacement of PVC Water Storage Tanks ,Dept,O/No.6563-65 dated 15.11.2023,4.80106,20.11.2023,14.12.2023,17.01.2024,19.01.2024,,17.05.2024,31.05.25,M/S Amit Kumar,100,3.51,1.36,4.87,101.44,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,30.05.25,
ENG-1759510506319-903,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,FTR PB,,Providing & Supplying of 3000 ltrs Cap. Trolley Mounted Sewer Suction Machine & Jet Pressure Machine alongwith hose pipe at Ftr HQ Jalandhar,Dept,O/No.6566-68 dated 15.11.2023,8.25055,20.11.2023,14.12.2023,12.08.25,16.08.25,,16.08.25,,Procurement through GeM,,0,0,0,0,Procurement through GeM is in progress.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,16.08.25,
ENG-1759510506319-904,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,GSP,,C/O Separate Toilet Block for Gents & Ladies at SHQ BSF GSP.,Dept,O/No.6502-04 dated 15.11.2023,2.49604,20.11.2023,12.12.2023,17.01.2024,11.01.2024,,09.04.2023,31.12.24,M/S Bakhshish Masih,100,0,2.74,2.74,109.77,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,31.12.24,
ENG-1759510506319-905,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,GSP,,Procurement of Dustbins for Residential & Non-Residential buildings of various Bns of SHQ GSP,Dept,O/No.6505-07 dated 15.11.2023,5.19594,20.11.2023,,,2025-08-19,,,,M/S Bakhshish Masih,5,0,0,0,0,Works in progress,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-906,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,GSP,,Maint & Cleaning  of Septic Tanks; Manhole; Sewerage Lines at 73 Bn BSF under SHQ BSF Gurdaspur ,Dept,O/No.6498-6501 dated 15.11.2023,3.9938,20.11.2023,12.12.2023,16.01.2024,26.01.24,,10.02.2024,31.12.24,M/S  Adarsh traders,100,2.90954,0,2.90954,72.85, Physical Work Completed and final Bill under preparation. ,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,31.12.24,
ENG-1759510506319-907,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,GSP,,Maint & Cleaning  of Septic Tanks; Manhole; Sewerage Lines at 121 & 58 Bns BSF under SHQ BSF Gurdaspur,Dept,O/No.6512-16 dated 15.11.2023,4.99207,20.11.2023,12.01.2023,10.01.2024,11.01.2024,,09.05.2024,08.05.24,M/S Baldev Raj,100,5.49,0,5.49,109.97,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,08.05.24,
ENG-1759510506319-908,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,GSP,,Cleaning of Overhead Water Tanks of various Bns under SHQ BSF GSP,Dept,O/No.6517-19 dated 15.11.2023,7.98426,20.11.2023,01.09.2025,,,,,,,,0,,0,0,3rd call tender opened on 01.09.2025 and under process,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
ENG-1759510506319-909,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,GSP,,C/O Separate toilet block creation for Gents & Ladies near Trg area of 121 BN BSF under SHQ BSF Gurdaspur,Dept,O/No.6508-11 dated 15.11.2023,2.49604,20.11.2023,12.12.2023,17.01.2024,11.01.2024,,09.04.2024,31.12.2024,M/S Baldev Raj,100,0,2.83,2.83,113.38,Work complted,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,31.10.24,
ENG-1759510506319-910,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,GSP,,Providing & Fixing 500 Ltr per hrs Reverse Osmosis at Bn HQ DBN of 89 Bn BSF,Dept,O/No.6494-97 dated 15.11.2023,4.49331,20.11.2023,20.12.23,20.01.24,30.01.24,,20.05.2024,31.12.2024,M/S MANJEET Govt contractor ,100,0,4.63,4.63,103.04,Work completed,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,31.10.24,
ENG-1759510506319-911,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,ASR,,C/O Toilet Block near T S Barrack at Bn HQ Ramtirath of 22 Bn BSF under SHQ BSF Amritsar ,Dept,O/No.6520-23 dated 15.11.2023,3.18421,20.11.23,12.12.23,15.01.24,22.01.24,,25.01.24,25.03.2024, Karanjeet Singh,100,3.25,,3.25,102.07,Work Completed .,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,25.03.24,
ENG-1759510506319-912,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,ASR,,C/O Septic Tank & Soak Pit near Gate No. 03 at BSF Campus Khasa; SHQ ASR,Dept,O/No.6524-26 dated 15.11.2023,1.05525,20.11.2023,14.12.2023,22.01.24,27.01.24,,02.02.2024,,M/S Karanjeet Singh,100,1.16,,1.16,109.93,Work Completed .,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,01.04.24,
ENG-1759510506319-913,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,ASR,,C/O 03 Nos Garbage Pit at BSF Campus Khasa SHQ BSF ASR,Dept,O/No.6527-29 dated 15.11.2023,3.17012,20.11.2023,12.12.2023,06.02.2024,04.02.2024,,04.03.2024,31.03.25,M/S Karanjeet Singh,100,0.72,2.54,3.26,102.84,Work Completed .,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,31.03.25,
ENG-1759510506319-914,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,ASR,,Repair & Maintenance of STP at Bn HQ Bhikiwind of 71 Bn BSF under SHQ ASR,Dept,O/No.6530-33 dated 15.11.2023,4.18919,20.11.2023,12.12.2023,15.01.2024,22.01.2024,,25.01.2024,,M/S Karanjeet Singh,100,4.58,,4.58,109.33,Work Completed .,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,24.03.24,
ENG-1759510506319-915,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,ASR,,Repair & Maint. of Main Water Supply Pipe line & Filtration Plant at BSF Campus Khasa SHQ ASR,Dept,O/No.6534-36 dated 15.11.2023,10.59861,20.11.2023,12.12.2023,25.01.24,06.02.2024,,03.05.2024,31.12.24,M/S Karanjeet Singh,80,3.89,,3.89,36.7,Work is in progress.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,31.10.24,
ENG-1759510506319-916,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,ASR,,Cleaning of Overhead Tank at BSF Campus Ramtirath & Bhikiwind under SHQ BSF ASR,Dept,O/No.6537-39 dated 15.11.2023,5.2586,20.11.2023,12.12.2023,06.02.2024,04.02.2024,,03.05.2024,31.12.24,M/S Karanjeet Singh,100,0,4.94,4.94,93.94,Work Completed .,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,31.10.24,
ENG-1759510506319-917,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,ASR,,Renovation of Toilet Block of Sector & 144 Bn BSF under SHQ BSF ASR,Dept,O/No.6540-43 dated 15.11.2023,4.24629,20.11.2023,12.12.2023,06.02.2024,04.02.2024,,03.05.2024,,M/S Karanjeet Singh,100,4.19,,4.19,98.67,Work Completed .,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,03.05.2024,
ENG-1759510506319-918,SAP 2023-24 PH-I,SAP(BS),Umbrella 2021-26,SAP 23-24 Ph-I,Punjab ,ASR,,C/O 02 Nos Bore for Rain Water Harvesting of T-I Qtr Block at BSF Campus Khasa SHQ BSF ASR,Dept,O/No.6544-46 dated 15.11.2023,1.0546,20.11.2023,14.12.2023,08.01.2024,22.01.2024,,18.01.2024,31.12.2024,M/S Karanjeet Singh,90,0,,0,0,Work is in progress.,2025-10-03T16:55:06.393Z,2025-10-03T16:55:06.393Z,,
